RCode,Orig,Dest,DepFix,Route String,DCNTR,ACNTR,TCNTRs,CoordReq,Play,NavEqp
TPACHOC0,KTPA,KCHO,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO GARIC Q129 AARNN FAK GVE KCHO,ZMA,ZDC,ZDC ZJX ZMA,N,,2
TPACHSB0,KTPA,KCHS,CAMJO,KTPA BAYPO2 CAMJO SAV BAGGY3 KCHS,ZMA,ZJX,ZJX,N,,2
TPACHSC0,KTPA,KCHS,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 PITRW KCHS,ZMA,ZJX,ZJX ZMA,N,,2
TPACLEB0,KTPA,KCLE,CAMJO,KTPA BAYPO2 CAMJO BURGG Q147 HVQ JANYS ROLLN2 KCLE,ZMA,ZOB,ZID ZJX ZOB ZTL,N,,2
TPACLEC0,KTPA,KCLE,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY QUIWE BURGG Q147 HVQ JANYS ROLLN2 KCLE,ZMA,ZOB,ZID ZJX ZMA ZOB ZTL,N,,2
TPACLTB0,KTPA,KCLT,CAMJO,KTPA BAYPO2 CAMJO TWINS PONZE BANKR8 KCLT,ZMA,ZTL,ZJX ZTL,N,,2
TPACLTC0,KTPA,KCLT,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 PITRW STOCR7 KCLT,ZMA,ZTL,ZJX ZMA ZTL,N,,2
TPACMHB0,KTPA,KCMH,CAMJO,KTPA BAYPO2 CAMJO BURGG MCGNS SCRLT3 KCMH,ZMA,ZID,ZID ZJX ZTL,N,,2
TPACQFE0,KTPA,KCQF,PATOY,KTPA ENDED2 ENDED LACEN PATOY Q116 JAWJA CABLO DEFUN CEW PENSI KCQF,ZMA,ZHU,ZJX,N,,2
TPACVGC0,KTPA,KCVG,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY QUIWE BURGG CUBIM JAKIE7 KCVG,ZMA,ZID,ZID ZJX ZMA ZTL,N,,2
TPACVGC2,KTPA,KCVG,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY QUIWE BURGG CUBIM JAKIE7 KCVG,ZMA,ZID,ZID ZJX ZMA ZTL,Y,,2
TPACVGE0,KTPA,KCVG,BRUTS,KTPA ENDED2 ENDED LACEN BRUTS Q118 THRSR VXV JAKIE7 KCVG,ZMA,ZID,ZID ZJX ZTL,N,,2
TPADALC2,KTPA,KDAL,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY THRSR VLKNN Q30 IZAAC PUDJE MNNDO4 KDAL,ZMA,ZFW,ZFW ZJX ZMA ZME ZTL,Y,,2
TPADALD0,KTPA,KDAL,FROOT,KTPA DORMR3 FROOT ROZZI Y280 REDFN Q105 HRV J58 AEX PNUTS MNNDO4 KDAL,ZMA,ZFW,ZFW ZHU ZJX ZMA,N,,2
TPADALE0,KTPA,KDAL,PATOY,KTPA ENDED2 ENDED LACEN PATOY Q116 JAWJA CABLO DEFUN J2 CEW J50 AEX PNUTS MNNDO4 KDAL,ZMA,ZFW,ZFW ZHU ZJX,N,,2
TPADAYB0,KTPA,KDAY,CAMJO,KTPA BAYPO2 CAMJO TWINS JAKIE LODLL HICKS FIITZ KDAY,ZMA,ZID,ZID ZJX ZTL,N,,2
TPADAYC0,KTPA,KDAY,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY QUIWE BENBY DOOGE JAKIE LODLL HICKS FIITZ KDAY,ZMA,ZID,ZID ZJX ZMA ZTL,N,,2
TPADBHC2,KTPA,MDBH,MZULO,KTPA CROWD8 CROWD CRMIN MZULO RUMFO Y441 JUELE PTA MDBH,ZMA,ZSA,ZJX ZMA,Y,,2
TPADBHG0,KTPA,MDBH,SAXXN,KTPA GANDY8 SABEE FERAL CUURT SAXXN Y398 JAGOR RUMFO Y441 JUELE PTA MDBH,ZMA,ZSA,ZJX ZMA,N,,2
TPADCAB0,KTPA,KDCA,CAMJO,KTPA BAYPO2 CAMJO Q99 OGRAE FUUFF WAVES CAPSS4 KDCA,ZMA,ZDC,ZDC ZJX,N,,2
TPADCAC0,KTPA,KDCA,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO GARIC RANAY TANJA WAVES CAPSS4 KDCA,ZMA,ZDC,ZDC ZJX ZMA,N,,2
TPADCYC2,KTPA,MDCY,MZULO,KTPA CROWD8 CROWD CRMIN MZULO RUMFO Y441 JUELE PTA MDCY,ZMA,ZSA,ZID ZJX ZMA ZTL,Y,,2
TPADCYG0,KTPA,MDCY,SAXXN,KTPA GANDY8 SABEE FERAL CUURT SAXXN Y398 JAGOR RUMFO Y441 JUELE PTA MDCY,ZMA,ZSA,ZID ZJX ZMA ZTL,N,,2
TPADENC2,KTPA,KDEN,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY THRSR HANKO MEM PER GCK KIISS CLASH5 KDEN,ZMA,ZDV,ZDV ZJX ZKC ZMA ZME ZTL,Y,,2
TPADEND0,KTPA,KDEN,FROOT,KTPA DORMR3 FROOT ROZZI Y280 REDFN Q105 HRV J58 SPS HALEN NIIXX4 KDEN,ZMA,ZDV,ZAB ZDV ZFW ZHU ZJX ZKC ZMA,N,,2
TPADENE0,KTPA,KDEN,PATOY,KTPA ENDED2 ENDED LACEN PATOY Q116 MEMFS RZC TOTOE HALEN NIIXX4 KDEN,ZMA,ZDV,ZDV ZJX ZKC ZME ZTL,N,,2
TPADFWC2,KTPA,KDFW,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY THRSR VLKNN IZAAC YUYUN BEREE3 KDFW,ZMA,ZFW,ZFW ZJX ZMA ZME ZTL,Y,,2
TPADFWC3,KTPA,KDFW,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY THRSR VLKNN IZAAC YUYUN WHINY4 KDFW,ZMA,ZFW,ZFW ZJX ZMA ZME ZTL,Y,,2
TPADFWD0,KTPA,KDFW,FROOT,KTPA DORMR3 FROOT ROZZI Y280 REDFN Q105 HRV J58 AEX PNUTS WHINY4 KDFW,ZMA,ZFW,ZFW ZHU ZJX ZMA,N,,2
TPADFWD1,KTPA,KDFW,FROOT,KTPA DORMR3 FROOT ROZZI Y280 REDFN Q105 HRV J58 AEX PNUTS BEREE3 KDFW,ZMA,ZFW,ZFW ZHU ZJX ZMA,N,,2
TPADFWE0,KTPA,KDFW,PATOY,KTPA ENDED2 ENDED LACEN PATOY Q116 JAWJA CABLO DEFUN J2 CEW J50 AEX PNUTS BEREE3 KDFW,ZMA,ZFW,ZFW ZHU ZJX,N,,2
TPADFWE1,KTPA,KDFW,PATOY,KTPA ENDED2 ENDED LACEN PATOY Q116 JAWJA CABLO DEFUN J2 CEW J50 AEX PNUTS WHINY4 KDFW,ZMA,ZFW,ZFW ZHU ZJX,N,,2
TPADJBC2,KTPA,MDJB,MZULO,KTPA CROWD8 CROWD CRMIN MZULO RUMFO Y441 JUELE PTA MDJB,ZMA,ZSA,ZDC ZID ZJX ZMA ZNY ZOB ZWY,Y,,2
TPADJBG0,KTPA,MDJB,SAXXN,KTPA GANDY8 SABEE FERAL CUURT SAXXN Y398 JAGOR RUMFO Y441 JUELE PTA MDJB,ZMA,ZSA,ZDC ZID ZJX ZMA ZNY ZOB ZWY,N,,2
TPADJTC2,KTPA,KDJT,STEPP,KTPA CROWD8 CROWD CRMIN STEPP BORRD CPTAN4 KDJT,ZMA,ZMA,ZJX ZMA,Y,,2
TPADJTG0,KTPA,KDJT,SABEE,KTPA GANDY8 SABEE VUUDU2 KDJT,ZMA,ZMA,ZJX ZMA,N,,2
TPADLRC2,KTPA,MDLR,MZULO,KTPA CROWD8 CROWD CRMIN MZULO RUMFO Y441 JUELE PTA MDLR,ZMA,ZSA,ZJX ZMA,Y,,2
TPADLRG0,KTPA,MDLR,SAXXN,KTPA GANDY8 SABEE FERAL CUURT SAXXN Y398 JAGOR RUMFO Y441 JUELE PTA MDLR,ZMA,ZSA,ZJX ZMA,N,,2
TPADPAB0,KTPA,KDPA,BRUTS,KTPA ENDED2 ENDED LACEN BRUTS Q118 KAILL Q79 IIU MACES BVT ZORRO EON JOT KDPA,ZMA,ZAU,ZAU ZID ZJX ZTL,N,,2
TPADPAC2,KTPA,KDPA,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY THRSR Q118 KAILL Q79 IIU MACES BVT ZORRO EON JOT KDPA,ZMA,ZAU,ZAU ZID ZJX ZMA ZTL,Y,,2
TPADPCC2,KTPA,MDPC,MZULO,KTPA CROWD8 CROWD CRMIN MZULO RUMFO Y441 JUELE UL463 PTA W28 PNA MDPC,ZMA,ZSA,ZJX ZMA,Y,,2
TPADPCG0,KTPA,MDPC,SAXXN,KTPA GANDY8 SABEE FERAL CUURT SAXXN Y398 JAGOR RUMFO Y441 JUELE UL463 PTA W28 PNA MDPC,ZMA,ZSA,ZJX ZMA,N,,2
TPADPPC2,KTPA,MDPP,MZULO,KTPA CROWD8 CROWD CRMIN MZULO RUMFO Y441 JUELE PTA MDPP,ZMA,ZSA,ZJX ZMA,Y,,2
TPADPPG0,KTPA,MDPP,SAXXN,KTPA GANDY8 SABEE FERAL CUURT SAXXN Y398 JAGOR RUMFO Y441 JUELE PTA MDPP,ZMA,ZSA,ZJX ZMA,N,,2
TPADSDC2,KTPA,MDSD,MZULO,KTPA CROWD8 CROWD CRMIN MZULO RUMFO Y441 JUELE W38 PTA A554 CDO MDSD,ZMA,ZSA,ZJX ZMA,Y,,2
TPADSDG0,KTPA,MDSD,SAXXN,KTPA GANDY8 SABEE FERAL CUURT SAXXN Y398 JAGOR RUMFO Y441 JUELE W38 PTA A554 CDO MDSD,ZMA,ZSA,ZJX ZMA,N,,2
TPADSIC2,KTPA,MDSI,MZULO,KTPA CROWD8 CROWD CRMIN MZULO RUMFO Y441 JUELE PTA MDSI,ZMA,ZSA,ZJX ZMA,Y,,2
TPADSIG0,KTPA,MDSI,SAXXN,KTPA GANDY8 SABEE FERAL CUURT SAXXN Y398 JAGOR RUMFO Y441 JUELE PTA MDSI,ZMA,ZSA,ZJX ZMA,N,,2
TPADSTC2,KTPA,MDST,MZULO,KTPA CROWD8 CROWD CRMIN MZULO RUMFO Y441 JUELE PTA MDST,ZMA,ZSA,ZJX ZMA,Y,,2
TPADSTG0,KTPA,MDST,SAXXN,KTPA GANDY8 SABEE FERAL CUURT SAXXN Y398 JAGOR RUMFO Y441 JUELE PTA MDST,ZMA,ZSA,ZJX ZMA,N,,2
TPADTSE0,KTPA,KDTS,PATOY,KTPA ENDED2 ENDED LACEN PATOY Q116 JAWJA CABLO DEFUN KDTS,ZMA,ZJX,ZJX,N,,2
TPADTWB0,KTPA,KDTW,BRUTS,KTPA ENDED2 ENDED LACEN BRUTS Q118 THRSR SMTTH Q67 HNN SUBWY HTROD2 KDTW,ZMA,ZOB,ZID ZJX ZOB ZTL,N,,2
TPADTWC0,KTPA,KDTW,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY BURGG HNN JAMOX BONZZ2 KDTW,ZMA,ZOB,ZID ZJX ZMA ZOB ZTL,N,,2
TPADTWC2,KTPA,KDTW,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY THRSR SMTTH HNN SUBWY HTROD2 KDTW,ZMA,ZOB,ZID ZJX ZMA ZOB ZTL,Y,,2
TPAEAUB0,KTPA,KEAU,BRUTS,KTPA ENDED2 ENDED LACEN BRUTS Q118 KAILL Q79 IIU J89 OBK DLL KEAU,ZMA,ZMP,ZAU ZID ZJX ZMP ZTL,N,,2
TPAEAUC2,KTPA,KEAU,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY THRSR Q118 KAILL Q79 IIU J89 OBK DLL KEAU,ZMA,ZMP,ZAU ZID ZJX ZMA ZMP ZTL,Y,,2
TPAECPE0,KTPA,KECP,PATOY,KTPA ENDED2 ENDED LACEN PATOY Q116 JAWJA KECP,ZMA,ZJX,ZJX,N,,2
TPAEGED0,KTPA,KEGE,FROOT,KTPA DORMR3 FROOT BUNNZ Y290 LEV LIT BUM HYS HIKNG VAAIL1 KEGE,ZMA,ZDV,ZDV ZHU ZJX ZKC ZMA ZME,N,,2
TPAEGEE0,KTPA,KEGE,PATOY,KTPA ENDED2 ENDED LACEN PATOY Q116 JAWJA LIT BUM HYS HIKNG VAAIL1 KEGE,ZMA,ZDV,ZDV ZJX ZKC ZME ZTL,N,,2
TPAEGUC2,KTPA,SEGU,MZULO,KTPA CROWD8 CROWD CRMIN MZULO URSUS UL780 GYV SEGU,ZMA,ZSA,ZJX ZMA,Y,,2
TPAEGUG0,KTPA,SEGU,URSUS,KTPA GANDY8 SABEE FERAL CUURT ELLEE URSUS UL780 GYV SEGU,ZMA,ZSA,ZJX ZMA,N,,2
TPAEQMC2,KTPA,SEQM,MZULO,KTPA CROWD8 CROWD CRMIN MZULO URSUS UL780 TBG QIT SEQM,ZMA,ZSA,ZJX ZMA,Y,,2
TPAEQMG0,KTPA,SEQM,URSUS,KTPA GANDY8 SABEE FERAL CUURT ELLEE URSUS UL780 TBG QIT SEQM,ZMA,ZSA,ZJX ZMA,N,,2
TPAEWRB0,KTPA,KEWR,CAMJO,KTPA BAYPO2 CAMJO Q99 QUART PHLBO4 KEWR,ZMA,ZNY,ZDC ZJX ZNY,N,,2
TPAEWRC0,KTPA,KEWR,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO GARIC Q129 AARNN QUART PHLBO4 KEWR,ZMA,ZNY,ZDC ZJX ZMA ZNY,N,,2
TPAFFFC2,KTPA,TFFF,MZULO,KTPA CROWD8 CROWD CRMIN MZULO HAGIT Y421 MEEGL GEECE TFFF,ZMA,ZSA,ZJX ZMA ZSU,Y,,2
TPAFFFG0,KTPA,TFFF,SAXXN,KTPA GANDY8 SABEE FERAL CUURT SAXXN Y290 HAGIT Y421 MEEGL L466 GEECE TFFF,ZMA,ZSA,ZJX ZMA ZSU,N,,2
TPAFFGC2,KTPA,TFFG,MZULO,KTPA CROWD8 CROWD CRMIN MZULO HAGIT Y290 SLUGO TFFG,ZMA,ZSA,ZJX ZMA ZSU,Y,,2
TPAFFGG0,KTPA,TFFG,SAXXN,KTPA GANDY8 SABEE FERAL CUURT SAXXN Y290 SLUGO TFFG,ZMA,ZSA,ZJX ZMA ZSU,N,,2
TPAFFJC2,KTPA,TFFJ,MZULO,KTPA CROWD8 CROWD CRMIN MZULO HAGIT Y421 MEEGL GOUDA TFFJ,ZMA,ZSA,ZJX ZMA ZSU,Y,,2
TPAFFJG0,KTPA,TFFJ,SAXXN,KTPA GANDY8 SABEE FERAL CUURT SAXXN Y290 HAGIT Y421 MEEGL GOUDA TFFJ,ZMA,ZSA,ZJX ZMA ZSU,N,,2
TPAFFRC2,KTPA,TFFR,MZULO,KTPA CROWD8 CROWD CRMIN MZULO HAGIT Y421 MEEGL MODUX TFFR,ZMA,ZSA,ZJX ZMA ZSU,Y,,2
TPAFFRG0,KTPA,TFFR,SAXXN,KTPA GANDY8 SABEE FERAL CUURT SAXXN Y290 HAGIT Y421 MEEGL MODUX TFFR,ZMA,ZSA,ZJX ZMA ZSU,N,,2
TPAFLLC2,KTPA,KFLL,JIPOD,KTPA CROWD8 CROWD CRMIN JIPOD CUUDA3 KFLL,ZMA,ZMA,ZJX ZMA,Y,,2
TPAFLLG0,KTPA,KFLL,SABEE,KTPA GANDY8 SABEE TEEKY4 KFLL,ZMA,ZMA,ZJX ZMA,N,,2
TPAFRGB0,KTPA,KFRG,CAMJO,KTPA BAYPO2 CAMJO Q109 DFENC SAWED KALDA SARDI1 KFRG,ZMA,ZNY,ZBW ZDC ZJX ZNY,N,,2
TPAFRGC0,KTPA,KFRG,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS PELCN Y309 FLRDA SAGGY CHIEZ Q161 KALDA SARDI1 KFRG,ZMA,ZNY,ZBW ZDC ZJX ZMA ZNY,N,,2
TPAFXEC2,KTPA,KFXE,STEPP,KTPA CROWD8 CROWD CRMIN STEPP BORRD CPTAN4 KFXE,ZMA,ZMA,ZJX ZMA,Y,,2
TPAFXEG0,KTPA,KFXE,SABEE,KTPA GANDY8 SABEE TEEKY4 KFXE,ZMA,ZMA,ZJX ZMA,N,,2
TPAGGTG0,KTPA,MGGT,FUNDI,KTPA GANDY8 SABEE FERAL FEMID VAULT MCLAW Y442 FUNDI UM335 ALVEK UZ637 UMASA UZ637 AUR MGGT,ZMA,ZSA,ZHU ZJX ZMA,N,,2
TPAGPTC2,KTPA,KGPT,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY CABLO DEFUN J2 SJI KGPT,ZMA,ZHU,ZHU ZJX ZMA,Y,,2
TPAGPTE0,KTPA,KGPT,PATOY,KTPA ENDED2 ENDED LACEN PATOY Q116 JAWJA CABLO DEFUN J2 SJI KGPT,ZMA,ZHU,ZHU ZJX,N,,2
TPAGPYC2,KTPA,TGPY,MZULO,KTPA CROWD8 CROWD CRMIN MZULO HAGIT Y421 MEEGL GEECE TGPY,ZMA,ZSA,ZJX ZMA ZSU,Y,,2
TPAGPYG0,KTPA,TGPY,SAXXN,KTPA GANDY8 SABEE FERAL CUURT SAXXN Y290 HAGIT Y421 MEEGL L466 GEECE TGPY,ZMA,ZSA,ZJX ZMA ZSU,N,,2
TPAGRBB0,KTPA,KGRB,BRUTS,KTPA ENDED2 ENDED LACEN BRUTS Q118 THRSR Q79 IIU J89 BAE OSH KGRB,ZMA,ZMP,ZAU ZID ZJX ZMP ZTL,N,,2
TPAGRBC2,KTPA,KGRB,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY THRSR Q79 IIU J89 BAE OSH KGRB,ZMA,ZMP,ZAU ZID ZJX ZMA ZMP ZTL,Y,,2
TPAGRRB0,KTPA,KGRR,BRUTS,KTPA ENDED2 ENDED LACEN BRUTS Q118 THRSR GLAZR KGRR,ZMA,ZAU,ZAU ZID ZJX ZTL,N,,2
TPAGRRC0,KTPA,KGRR,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY QUIWE VXV J43 FLM FWA KGRR,ZMA,ZAU,ZAU ZID ZJX ZMA ZTL,N,,2
TPAGSOB0,KTPA,KGSO,CAMJO,KTPA BAYPO2 CAMJO BURGG HMV KGSO,ZMA,ZTL,ZJX ZTL,N,,2
TPAGSPB0,KTPA,KGSP,CAMJO,KTPA BAYPO2 CAMJO PROVN MCHLN2 KGSP,ZMA,ZTL,ZJX ZTL,N,,2
TPAHEFB0,KTPA,KHEF,CAMJO,KTPA BAYPO2 CAMJO Q99 POLYY OGRAE BZNGA LORAA TRSTN4 KHEF,ZMA,ZDC,ZDC ZJX,N,,2
TPAHEFC0,KTPA,KHEF,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO GARIC Q129 YERBA MAYKR LORAA TRSTN4 KHEF,ZMA,ZDC,ZDC ZJX ZMA,N,,2
TPAHLMG0,KTPA,MHLM,FUNDI,KTPA GANDY8 SABEE FERAL FEMID VAULT MCLAW Y442 FUNDI UM335 ALVEK UZ637 PABEL UL471 DENOM MHLM,ZMA,ZSA,ZJX ZMA,N,,2
TPAHOUC2,KTPA,KHOU,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY MGMRY CATLN SJI PUCKS4 KHOU,ZMA,ZHU,ZHU ZJX ZMA ZTL,Y,,2
TPAHOUC3,KTPA,KHOU,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY MGMRY CATLN SJI BAYYY5 KHOU,ZMA,ZHU,ZHU ZJX ZMA ZTL,Y,,2
TPAHOUD0,KTPA,KHOU,FROOT,KTPA DORMR3 FROOT BUNNZ Y290 LEV BAYYY5 KHOU,ZMA,ZHU,ZHU ZJX ZMA,N,,2
TPAHOUE0,KTPA,KHOU,PATOY,KTPA ENDED2 ENDED LACEN PATOY Q116 JAWJA CABLO DEFUN J2 SJI PUCKS4 KHOU,ZMA,ZHU,ZHU ZJX,N,,2
TPAHOUE1,KTPA,KHOU,PATOY,KTPA ENDED2 ENDED LACEN PATOY Q116 JAWJA CABLO DEFUN J2 SJI BAYYY5 KHOU,ZMA,ZHU,ZHU ZJX,N,,2
TPAHPNB0,KTPA,KHPN,CAMJO,KTPA BAYPO2 CAMJO Q99 POLYY DADDS Q87 GEARS BBOBO Q22 BESSI CYN BOUNO5 KHPN,ZMA,ZNY,ZBW ZDC ZJX ZNY,N,,2
TPAHPNC0,KTPA,KHPN,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS PELCN Y309 FLRDA SAGGY CHIEZ Q161 KALDA Q108 SIE BOUNO5 KHPN,ZMA,ZNY,ZBW ZDC ZJX ZMA ZNY,N,,2
TPAHPRG0,KTPA,MHPR,FUNDI,KTPA GANDY8 SABEE FERAL FEMID VAULT MCLAW Y442 FUNDI UM335 ALVEK UZ637 PABEL UZ514 TALAG UA754 TNT MHPR,ZMA,ZSA,ZJX ZMA,N,,2
TPAHROG0,KTPA,MHRO,FUNDI,KTPA GANDY8 SABEE FERAL FEMID VAULT MCLAW Y442 FUNDI UM335 ALVEK UZ637 TAMDI UZ637 PABEL UL471 GABIX MHRO,ZMA,ZSA,ZHU ZJX ZMA ZME ZTL,N,,2
TPAHVNB0,KTPA,KHVN,CAMJO,KTPA BAYPO2 CAMJO Q109 DFENC SAWED KALDA SARDI1 KHVN,ZMA,ZNY,ZBW ZDC ZJX ZNY,N,,2
TPAHVNC0,KTPA,KHVN,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS PELCN Y309 FLRDA SAGGY CHIEZ Q161 KALDA SARDI1 KHVN,ZMA,ZNY,ZBW ZDC ZJX ZMA ZNY,N,,2
TPAHXDB0,KTPA,KHXD,CAMJO,KTPA BAYPO2 CAMJO KHXD,ZMA,ZJX,ZJX,N,,2
TPAHXDC2,KTPA,KHXD,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY KHXD,ZMA,ZJX,ZJX ZMA,Y,,2
TPAHYAB0,KTPA,KHYA,CAMJO,KTPA BAYPO2 CAMJO Q109 DFENC SAWED Q97 ZJAAY Q167 RIFLE MVY KHYA,ZMA,ZBW,ZBW ZDC ZJX ZNY,N,,2
TPAHYAC0,KTPA,KHYA,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS PELCN Y309 FLRDA SAGGY CHIEZ Q161 KALDA Q167 RIFLE MVY KHYA,ZMA,ZBW,ZBW ZDC ZJX ZMA ZNY,N,,2
TPAIADB0,KTPA,KIAD,CAMJO,KTPA BAYPO2 CAMJO Q99 OGRAE BZNGA DORRN CAVLR7 KIAD,ZMA,ZDC,ZDC ZJX,N,,2
TPAIADC0,KTPA,KIAD,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO GARIC Q129 YERBA MAYKR TRSSK CAVLR7 KIAD,ZMA,ZDC,ZDC ZJX ZMA,N,,2
TPAIAHC2,KTPA,KIAH,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY MGMRY CATLN SJI NNCEE2 KIAH,ZMA,ZHU,ZHU ZJX ZMA ZTL,Y,,2
TPAIAHC3,KTPA,KIAH,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY MGMRY CATLN SJI LINKK1 KIAH,ZMA,ZHU,ZHU ZJX ZMA ZTL,Y,,2
TPAIAHD0,KTPA,KIAH,FROOT,KTPA DORMR3 FROOT ROZZI Y280 LEV NNCEE2 KIAH,ZMA,ZHU,ZHU ZJX ZMA,N,,2
TPAIAHD1,KTPA,KIAH,FROOT,KTPA DORMR3 FROOT ROZZI Y280 LEV LINKK1 KIAH,ZMA,ZHU,ZHU ZJX ZMA,N,,2
TPAIAHE0,KTPA,KIAH,PATOY,KTPA ENDED2 ENDED LACEN PATOY Q116 JAWJA CABLO DEFUN J2 SJI NNCEE2 KIAH,ZMA,ZHU,ZHU ZJX,N,,2
TPAIAHE1,KTPA,KIAH,PATOY,KTPA ENDED2 ENDED LACEN PATOY Q116 JAWJA CABLO DEFUN J2 SJI LINKK1 KIAH,ZMA,ZHU,ZHU ZJX,N,,2
TPAILGB0,KTPA,KILG,CAMJO,KTPA BAYPO2 CAMJO Q109 DFENC SAWED Q97 ZJAAY JIIMS4 KILG,ZMA,ZNY,ZDC ZJX,N,,2
TPAILGC0,KTPA,KILG,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS PELCN Y309 FLRDA IDOLS SKARP Q101 KALDA ZJAAY JIIMS4 KILG,ZMA,ZNY,ZDC ZJX ZMA,N,,2
TPAILMB0,KTPA,KILM,CAMJO,KTPA BAYPO2 CAMJO Q109 PANDY KILM,ZMA,ZDC,ZDC ZJX,N,,2
TPAILMC0,KTPA,KILM,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS PELCN Y309 FLRDA KILM,ZMA,ZDC,ZDC ZJX ZMA,N,,2
TPAINDB0,KTPA,KIND,BRUTS,KTPA ENDED2 ENDED LACEN BRUTS Q118 THRSR Q79 SWAPP HAGAL GIIBS4 KIND,ZMA,ZID,ZID ZJX ZTL,N,,2
TPAINDE0,KTPA,KIND,BRUTS,KTPA ENDED2 ENDED LACEN BRUTS Q118 THRSR Q79 SWAPP HAGAL GIIBS4 KIND,ZMA,ZID,ZID ZJX ZTL,N,,2
TPAISPB0,KTPA,KISP,CAMJO,KTPA BAYPO2 CAMJO Q109 DFENC SAWED KALDA SARDI1 KISP,ZMA,ZNY,ZBW ZDC ZJX ZNY,N,,2
TPAISPC0,KTPA,KISP,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS PELCN Y309 FLRDA SAGGY CHIEZ Q161 KALDA SARDI1 KISP,ZMA,ZNY,ZBW ZDC ZJX ZMA ZNY,N,,2
TPAISTC2,KTPA,TIST,MZULO,KTPA CROWD8 CROWD CRMIN MZULO HAGIT Y290 JETSS TIST,ZMA,ZSU,ZJX ZMA ZSU,Y,,2
TPAISTG0,KTPA,TIST,SAXXN,KTPA GANDY8 SABEE FERAL CUURT SAXXN Y290 JETSS TIST,ZMA,ZSU,ZJX ZMA ZSU,N,,2
TPAISXC2,KTPA,TISX,MZULO,KTPA CROWD8 CROWD CRMIN MZULO HAGIT Y421 MEEGL TISX,ZMA,ZSU,ZJX ZMA ZSU,Y,,2
